0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-3.484718564650268746e-04
0.000000000000000000e+00,5.000000000000000278e-02,9.499999999999999556e-01,-6.750151965065898096e-04
0.000000000000000000e+00,1.000000000000000056e-01,9.000000000000000222e-01,-1.882446516289069949e-03
0.000000000000000000e+00,1.500000000000000222e-01,8.499999999999999778e-01,-4.288093603397637177e-03
0.000000000000000000e+00,2.000000000000000111e-01,8.000000000000000444e-01,-8.158622036253886101e-03
0.000000000000000000e+00,2.500000000000000000e-01,7.500000000000000000e-01,-1.353715987775711699e-02
0.000000000000000000e+00,3.000000000000000444e-01,6.999999999999999556e-01,-1.994979047838032343e-02
0.000000000000000000e+00,3.500000000000000333e-01,6.499999999999999112e-01,-2.602614157030662401e-02
0.000000000000000000e+00,4.000000000000000222e-01,5.999999999999999778e-01,-2.926375858417901155e-02
0.000000000000000000e+00,4.500000000000000111e-01,5.500000000000000444e-01,-2.659168550532357844e-02
0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,-1.714159956135672541e-02
0.000000000000000000e+00,5.500000000000000444e-01,4.499999999999999556e-01,-6.198373453253679458e-03
0.000000000000000000e+00,6.000000000000000888e-01,3.999999999999999112e-01,-4.095783616721348011e-05
0.000000000000000000e+00,6.500000000000000222e-01,3.499999999999999778e-01,1.558835028954856042e-03
0.000000000000000000e+00,7.000000000000000666e-01,2.999999999999999334e-01,1.319675196405596836e-03
0.000000000000000000e+00,7.500000000000000000e-01,2.500000000000000000e-01,7.733654048591662991e-04
0.000000000000000000e+00,8.000000000000000444e-01,1.999999999999999556e-01,3.708323362179892437e-04
0.000000000000000000e+00,8.500000000000000888e-01,1.499999999999999112e-01,1.475224039441369573e-04
0.000000000000000000e+00,9.000000000000000222e-01,9.999999999999997780e-02,4.472801621383860372e-05
0.000000000000000000e+00,9.500000000000000666e-01,4.999999999999993339e-02,7.251378462522915524e-06
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.154032127029454640e-09
5.000000000000000278e-02,0.000000000000000000e+00,9.499999999999999556e-01,-6.750151965088727057e-04
5.000000000000000278e-02,5.000000000000000278e-02,8.999999999999999112e-01,-1.502649679444557906e-03
5.000000000000000278e-02,1.000000000000000056e-01,8.499999999999999778e-01,-2.969748917295747526e-03
5.000000000000000278e-02,1.500000000000000222e-01,7.999999999999999334e-01,-6.251747478473915209e-03
5.000000000000000278e-02,2.000000000000000111e-01,7.500000000000000000e-01,-1.372266437588866989e-02
5.000000000000000278e-02,2.500000000000000000e-01,6.999999999999999556e-01,-2.897751877703892698e-02
5.000000000000000278e-02,3.000000000000000444e-01,6.499999999999999112e-01,-5.348345174184131884e-02
5.000000000000000278e-02,3.500000000000000333e-01,5.999999999999998668e-01,-7.708254037527476066e-02
5.000000000000000278e-02,4.000000000000000222e-01,5.499999999999999334e-01,-8.230670553702740255e-02
5.000000000000000278e-02,4.500000000000000111e-01,4.999999999999999445e-01,-8.229619775584647023e-02
5.000000000000000278e-02,5.000000000000000000e-01,4.499999999999999556e-01,-6.284948880517660097e-02
5.000000000000000278e-02,5.500000000000000444e-01,3.999999999999999112e-01,-2.558061662712641723e-02
5.000000000000000278e-02,6.000000000000000888e-01,3.499999999999998668e-01,-7.698651841048368902e-03
5.000000000000000278e-02,6.500000000000000222e-01,2.999999999999999334e-01,-2.104595266981159739e-03
5.000000000000000278e-02,7.000000000000000666e-01,2.499999999999998890e-01,-5.262972243255817709e-04
5.000000000000000278e-02,7.500000000000000000e-01,1.999999999999999556e-01,-1.150757089882994033e-04
5.000000000000000278e-02,8.000000000000000444e-01,1.499999999999999112e-01,-2.632352314758843278e-05
5.000000000000000278e-02,8.500000000000000888e-01,9.999999999999986677e-02,-1.222317359050169194e-05
