-1.000000000000000056e-01,4.000000000000000222e-01
-1.983594104852207662e-01,3.819604221501763375e-01
-2.948652026235890067e-01,3.557567566862366859e-01
-3.919555353633006889e-01,3.318095796398273789e-01
-4.874733011942561922e-01,3.022062620780616160e-01
-5.794966130181360420e-01,2.630691942143985607e-01
-6.683715237978984369e-01,2.172297981244708243e-01
-7.557076278220644650e-01,1.685224584939792325e-01
-8.437117897428987323e-01,1.210328018873919609e-01
-9.344378133983803902e-01,7.897583300392405081e-02
-1.028837283648389000e+00,4.597977238272630413e-02
-1.126306220204449371e+00,2.362342190616893017e-02
-1.225462475460894929e+00,1.066051160336286066e-02
-1.325253192846827410e+00,4.194235735374073418e-03
-1.425214564625690628e+00,1.414999853359506440e-03
-1.525209394296259680e+00,3.981226956469125725e-04
-1.625208918169098515e+00,8.953688011117553937e-05
-1.725208890418821195e+00,1.503819083111936701e-05
-1.825208889524388978e+00,1.663346561625934949e-06
-1.925208889511980992e+00,8.804373695650040097e-08
-2.025208889511942001e+00,-4.416216416784514508e-10
-2.125208889511942090e+00,2.780445893971664638e-11
-2.225208889511942179e+00,-3.320344600901361706e-12
-2.325208889511942267e+00,4.267104677268486422e-13
-2.425208889511942356e+00,-1.221565598662094630e-13
-2.525208889511942445e+00,1.025793976773275392e-13
-2.625208889511942534e+00,-7.372861528233600194e-14
-2.725208889511942623e+00,2.110276250797838548e-14
-2.825208889511942711e+00,2.110276250797838548e-14
-2.925208889511942800e+00,4.879698547105255061e-13
-3.025208889511942889e+00,-2.688474883792408623e-13
-3.125208889511942978e+00,1.714252929698103720e-13
-3.225208889511943067e+00,-1.567134894801984822e-14
-3.325208889511943156e+00,7.566509495061970599e-14
-3.425208889511943244e+00,-1.577579822270262911e-13
-3.525208889511943333e+00,-7.580090585822438188e-14
-3.625208889511943422e+00,9.287500678243659317e-14
-3.725208889511943511e+00,-4.733236824137601475e-14
-3.825208889511943600e+00,3.620585907824277262e-13
-3.925208889511943688e+00,-2.708689208346290534e-13
-4.025208889511943333e+00,6.587938920739613205e-13
-4.125208889511942978e+00,-6.822823808842738437e-13
-4.225208889511942623e+00,1.141232630630851555e-12
-4.325208889511942267e+00,-1.566775119053363970e-12
-4.425208889511941912e+00,2.231921214515025239e-12
-4.525208889511941557e+00,-2.284680431096372569e-12
-4.625208889511941202e+00,5.218815295385850313e-12
-4.725208889511940846e+00,-7.877411840133299092e-12
-4.825208889511940491e+00,1.426337651116431956e-11
-4.925208889511940136e+00,-2.431866933265350783e-11
-5.025208889511939780e+00,4.485415733796769800e-11
-5.125208889511939425e+00,-8.275840449046680828e-11
-5.225208889511939070e+00,1.577151626330155362e-10
-5.325208889511938715e+00,-3.096735895985837177e-10
-5.425208889511938359e+00,6.261061032065250296e-10
-5.525208889511938004e+00,-1.303445006432152866e-09
-5.625208889511937649e+00,2.792003228872456036e-09
-5.725208889511937294e+00,-6.147695616500269250e-09
-5.825208889511935162e+00,1.390256391216629861e-08
-5.925208889511924149e+00,-3.227333681014907800e-08
-6.025208889511864285e+00,7.685023999980245638e-08
-6.125208889511514876e+00,-1.875930013582679719e-07
-6.225208889509358023e+00,4.691388140806529585e-07
-6.325208889495406162e+00,-1.201311938302478156e-06
-6.425208889400821910e+00,3.148042879950105824e-06
-6.525208888729658874e+00,-8.437834047664047012e-06
-6.625208883749786004e+00,2.312123025993825372e-05
-6.725208845151628978e+00,-6.474019407662337717e-05
-6.825208532928538574e+00,1.851488226401802834e-04
-6.925205899570811674e+00,-5.405677961177514108e-04
-7.025182768394969024e+00,1.610176288440308802e-03
-7.124971918021047124e+00,-4.880248728787154114e-03
-7.223029527311022768e+00,1.473365604141137035e-02
-7.308329032259088365e+00,-3.745824424603690084e-02
-7.362190724718630896e+00,4.679683325908265412e-02
-7.407625958809062716e+00,-4.228537317490525804e-02
-7.456460184026003191e+00,4.497984582706084089e-02
-7.502817850140689693e+00,-4.362583566345766550e-02
-7.550032960037738938e+00,4.452592777556595161e-02
-7.596280461723392996e+00,-4.413730354292022540e-02
-7.642609341340923734e+00,4.448343281931234350e-02
-7.688431958008664857e+00,-4.440013035027064181e-02
-7.734096595077043723e+00,4.456469933772054526e-02
-7.779409151487512553e+00,-4.457997089863245666e-02
-7.824491818609106808e+00,4.468118036664948944e-02
-7.869280143809839423e+00,-4.472802456054721099e-02
-7.913820319310392648e+00,4.480505740572898743e-02
-7.958092016354679110e+00,-4.486108358862248013e-02
-8.002114858021229793e+00,4.492749815539312519e-02
-8.045883942456725890e+00,-4.498505518216065757e-02
-8.089409203334273712e+00,4.504578212118411085e-02
-8.132691216796468225e+00,-4.510224786648876771e-02
-8.175736191802633002e+00,4.515920640231080307e-02
-8.218546628963590450e+00,-4.521372356063628473e-02
-8.261127192478754822e+00,4.526774200403634041e-02
-8.303481005633141621e+00,-4.532008560698035093e-02
-8.345612013451070510e+00,4.537157983282492923e-02
-8.387523476439286085e+00,-4.542175290800709586e-02
-8.429218946147207348e+00,4.547097400584376725e-02
-8.470701638990451698e+00,-4.551905948394595336e-02
-8.511974849276819910e+00,4.556618692104108526e-02
